ID,Title,Short Description,Contributors,Mentors,Organization,GSoC Archive Link,Reflection Link,Challenges,Learn,Details,Pull Links,Issue Links
12, Tower Defence Gameplay Template ,"Terasology
One of the main goals of Teraoslogy is to be Overwhelmingly Customisable. This means that the base engine only provides the bare minimum...", jellysnake ," Mentor  iojw, Aresh Mishra, Daniel H, Skaldarnar ", Organization  MovingBlocks ,/archive/2018/projects/6559586647539712,https://github.com/Terasology/GooeyDefence/wiki/Summer-of-Code,No,No,"Terasology
One of the main goals of Teraoslogy is to be Overwhelmingly Customisable. This means that the base engine only provides the bare minimum to create a functioning sandbox environment. Content is provided through modules which build on, tweak and integrate with both the engine and each other. This creates a wealth of content for the player to choose from.
Or at least that is the intention. Currently the major content for Terasology is extremely similar to content seen in other games like Minecraft, MineTest and similar sandbox games. However due to how modular the design is, it has the potential to have a breadth of content that eclipses either of those two. Which is where this project comes in.
GooeyDefence
Tower Defence is a very well known game genre, and one that is also consistently popular. This project aims to add a tower defence game mode to Terasology, with a sandbox spin on it. The game mode allows for modular tower building and freeform block placement. It is intended to show off the best of Terasology and thus is designed to be extremely extensible as well as to use content from other modules.
The original proposal can be seen here
Hope you enjoy!","['https://github.com/MovingBlocks/Terasology/pull/3428', 'https://github.com/MovingBlocks/Terasology/pull/3419', 'https://github.com/MovingBlocks/Terasology/pull/3368', 'https://github.com/MovingBlocks/Terasology/pull/3369', 'https://github.com/MovingBlocks/Terasology/pull/3396']",[]
13, Compiling Chapel with Polly/LLVM ,Chapel is an emerging parallel programming language developed with the aim of providing better performance in High-Performance Computing as well as..., Sahil Yerawar ," Mentor  Michael Ferguson, Siddharth Bhat, Philip Pfaffe ", Organization  Polly Labs ,/archive/2018/projects/6559623557414912,http://pollylabs.org/gsoc2018/Compiling-Chapel-with-Polly-and-LLVM.html,No,No,"Chapel is an emerging parallel programming language developed with the aim of providing better performance in High-Performance Computing as well as accessibility to the newcomer programmers in order to provide a relatively smoother learning curve in Parallel Computing.
Polly, a polyhedral compilation based optimization tool, performs data-locality based optimizations and automatic parallelization of LLVM IR represented in Polyhedral format. The resultant polyhedra are exposed to a number of loop optimizations like tiling, vectorization and strip mining.
I propose to integrate Polly’s Optimization passes in Chapel. In today’s world, it is well known that High-Performance Computing involves nested loops as one of their most compute intensive parts which are efficiently handled by Polly-based optimizations, hereby making HPC more productive and going towards more compute-intensive problems which are currently unfeasible.","['https://github.com/chapel-lang/chapel/pull/9567', 'https://github.com/chapel-lang/chapel/pull/10727', 'https://github.com/chapel-lang/chapel/pull/10745']",['https://github.com/chapel-lang/chapel/issues/10711']
14, API docs + multiple keys per user ,"My proposal is focused on making certain improvements in Zulip that are considered prioritary, with the goal of providing high-value contributions in...", Yago González , Mentor  David Rosa , Organization  Zulip ,/archive/2018/projects/6559773478617088,https://paper.dropbox.com/doc/Zulip-GSoC-18-Progress-Log--AKHprLQSudfxichvRAUFP75YAQ-fToU3JiPwOyrPHJuhAHWr,No,No,"My proposal is focused on making certain improvements in Zulip that are considered prioritary, with the goal of providing high-value contributions in consonance with the project's roadmap.
Most of Zulip's REST API is currently undocumented, which is a pity considering how powerful it is. The first project in my proposal is to solve this by working in our Swagger/OpenAPI docs until we have a 100% documented REST API. The relevant code examples will also be updated so we can provide fully functional scripts that show how to use it, as well as extending our Python bindings to cover all the endpoints the API provides.
The role that API keys play is also quite important, especially now that our integrations system is becoming more and more robust and we have many different clients for interacting with Zulip.
That's why having multiple API keys per user could be very useful in terms of user account security and convenience. The second part of my project consists in implementing this feature in Zulip's backend, so normal users can have as many API keys they consider necessary (e.g. one per client), keeping authentication tokens isolated between applications.",[],[]
16, Enriching Model Zoo of Flux.jl ,"I propose to add a wide variety of models in the model zoo of Flux. Currently, the model zoo lacks the latest architectures and algorithms in...", Tejan Karmali ," Mentor  Mike Innes, Simon Danisch, Christopher Rackauckas, Stefan Karpinski ", Organization  NumFOCUS ,/archive/2018/projects/6561667827630080,https://tejank10.github.io/jekyll/update/2018/08/06/GSoC-Final-Summary.html,No,No,"I propose to add a wide variety of models in the model zoo of Flux. Currently, the model zoo lacks the latest architectures and algorithms in Reinforcement Learning. I will fill this gap by including:

Dueling Deep Q Network
Actor-Critic algorithm
AlphaGo 

Apart from these, I will implement some interesting research papers which will cover below models:

DCGAN
Decoupling Neural Interfaces
Spatial Transformer Networks",[],[]
17, Design and Implementation of a Graphical User Interface (GUI) to show the GNSS-SDR status in real-time ,My objective for the Google Summer of Code (GSoC) 2018 is to develop a Graphical User Interface (GUI) to monitor the GNSS-SDR status complying with..., Álvaro Cebrián Juan ," Mentor  Luis Esteve-Elfau, Javier Arribas ", Organization  GNSS-SDR ,/archive/2018/projects/6562581313486848,https://drive.google.com/file/d/1oumzKzhrW4b0tQu1d7BpkllZw0d-E3wQ/view?usp=sharing,No,Yes,"My objective for the Google Summer of Code (GSoC) 2018 is to develop a Graphical User Interface (GUI) to monitor the GNSS-SDR status complying with all the requirements specified in the project idea. Among the most relevant are: user-friendliness, non-intrusiveness with the receiver core functionality, able to work in real-time and the ability of running either locally or remotely as a standalone application in Windows, Linux and macOS.
Development of the GUI will be done using the C++ Qt 5 framework. The communication mechanism between GNSS-SDR and the GUI will be implemented using the Boost Serialization libraries.
Considering the complexity of this project, all the phases of the software development life cycle will be addressed. This includes: requirement analysis, design, implementation, testing and maintenance. Moreover, the associated documentation will be written, as it is an essential part of any high-quality software engineering project.
This GUI will bring the end user a greater control and awareness over GNSS-SDR.","['https://github.com/gnss-sdr/gnss-sdr/pull/166', 'https://github.com/gnss-sdr/gnss-sdr/pull/187']",[]
18, [COMDEV-254] Allura - Personal Dashboard ,A nice improvement to Allura project/code hosting would be a personal dashboard when a user is logged in. It would provide quick access to the..., Deshani Geethika , Mentor  Dave Brondsema , Organization  Apache Software Foundation ,/archive/2018/projects/6563917719404544,https://medium.com/@deshanigeethika/gsoc-2018-apache-allura-personal-dashboard-631b4bc23ec5,No,No,"A nice improvement to Allura project/code hosting would be a personal dashboard when a user is logged in. It would provide quick access to the projects that the user is part of, tickets that created by the user, tickets assigned to the user, pull requests of the user, activity stream of people that the user follows, etc.",[],[]
19, Development Of Android App for PS LAB ,Pocket Science Lab is a tiny yet powerful tool that integrates the functionalities of most of the electronic equipment present in the lab. It can..., Avjeet Singh ," Mentor  Mishari, Nangialei Safi, mengjiann, Soong Chee Gi, Mario Behling, Ricky Ng-Adam, Greg Austic, Nguyễn Hồng Quân, Chung Wei Tat, Akarshan Gandotra ", Organization  FOSSASIA ,/archive/2018/projects/6566070034890752,https://gist.github.com/Avjeet/63b6cd81a8492f3eae61a641c749afa9,No,Yes,"Pocket Science Lab is a tiny yet powerful tool that integrates the functionalities of most of the electronic equipment present in the lab. It can work as a wave generator, oscilloscope, logical analyzer, multimeter, power source and much more. The best thing about PSLab is that this device can be used by Android smartphone which is owned by almost everyone in today's world. My aim is toward the improvement of the Android app for the PSLab by improving the implementation of the instruments and creating the proper documentation for it. In my proposal, I have proposed an entire model of contributing towards the project, it focuses on developing of important modules UI/UX of the app along with proper testing of the app. It thoroughly explains all the deliverables with proper wireframes. It also presents my contribution strategy and timeline for entire project.",['https://github.com/fossasia/pslab-android/pulls?utf8=%E2%9C%93&q=is%3Apr+author%3AAvjeet'],"['https://github.com/fossasia/pslab-android/issues?utf8=%E2%9C%93&q=is%3Aissue++author%3AAvjeet', 'https://github.com/fossasia/pslab-android/issues?utf8=%E2%9C%93&q=+is%3Aissue+assignee%3AAvjeet', 'https://github.com/fossasia/pslab-android/issues/assigned/Avjeet']"
20, Finish AIMA-Python algorithms and add explanatory notebooks ,"The aim of this project is to finish incomplete implementations of the algorithms in aima-python, and refactor some of the existing ones that do not...", Aman Deep Singh , Mentor  Dragomir Radev , Organization  aimacode ,/archive/2018/projects/6567364497768448,https://gist.github.com/ad71/7b3596e711b0e66d76cbae1738347b6f,No,Yes,"The aim of this project is to finish incomplete implementations of the algorithms in aima-python, and refactor some of the existing ones that do not work as intended. It also aims to add tests for these algorithms and increase the coverage of the existing ones. Detailed jupyter notebooks and visualizations will be written explaining the intuition behind the concepts, the functioning and the usage of the algorithms with real-world examples.","['https://github.com/aimacode/aima-python/pull/927', 'https://github.com/aimacode/aima-python/pull/921', 'https://github.com/aimacode/aima-python/pull/921', 'https://github.com/aimacode/aima-python/pull/924', 'https://github.com/aimacode/aima-python/pull/921', 'https://github.com/aimacode/aima-python/pull/923', 'https://github.com/aimacode/aima-python/pull/921', 'https://github.com/aimacode/aima-python/pull/921', 'https://github.com/aimacode/aima-python/pull/924', 'https://github.com/aimacode/aima-python/pull/923', 'https://github.com/aimacode/aima-python/pull/921', 'https://github.com/aimacode/aima-python/pull/924', 'https://github.com/aimacode/aima-python/pull/921', 'https://github.com/aimacode/aima-python/pull/923', 'https://github.com/aimacode/aima-python/pull/921', 'https://github.com/aimacode/aima-python/pull/921', 'https://github.com/aimacode/aima-python/pull/924', 'https://github.com/aimacode/aima-python/pull/923', 'https://github.com/aimacode/aima-python/pull/921', 'https://github.com/aimacode/aima-python/pull/921', 'https://github.com/aimacode/aima-python/pull/927', 'https://github.com/aimacode/aima-python/pull/927', 'https://github.com/aimacode/aima-python/pull/921', 'https://github.com/aimacode/aima-python/pull/921', 'https://github.com/aimacode/aima-python/pull/921', 'https://github.com/aimacode/aima-python/pull/924', 'https://github.com/aimacode/aima-python/pull/921', 'https://github.com/aimacode/aima-python/pull/924', 'https://github.com/aimacode/aima-python/pull/921', 'https://github.com/aimacode/aima-python/pull/818', 'https://github.com/aimacode/aima-python/pull/818', 'https://github.com/aimacode/aima-python/pull/818', 'https://github.com/aimacode/aima-python/pull/793', 'https://github.com/aimacode/aima-python/pull/802', 'https://github.com/aimacode/aima-python/pull/818', 'https://github.com/aimacode/aima-python/pull/818', 'https://github.com/aimacode/aima-python/pull/932', 'https://github.com/aimacode/aima-python/pull/823', 'https://github.com/aimacode/aima-python/pull/932', 'https://github.com/aimacode/aima-python/pull/818', 'https://github.com/aimacode/aima-python/pull/793', 'https://github.com/aimacode/aima-python/pull/823', 'https://github.com/aimacode/aima-python/pull/818', 'https://github.com/aimacode/aima-python/pull/932', 'https://github.com/aimacode/aima-python/pull/818', 'https://github.com/aimacode/aima-python/pull/802', 'https://github.com/aimacode/aima-python/pull/802', 'https://github.com/aimacode/aima-python/pull/818', 'https://github.com/aimacode/aima-python/pull/932', 'https://github.com/aimacode/aima-python/pull/823', 'https://github.com/aimacode/aima-python/pull/918', 'https://github.com/aimacode/aima-python/pull/801', 'https://github.com/aimacode/aima-python/pull/929', 'https://github.com/aimacode/aima-python/pull/929', 'https://github.com/aimacode/aima-python/pull/929', 'https://github.com/aimacode/aima-python/pull/918', 'https://github.com/aimacode/aima-python/pull/929', 'https://github.com/aimacode/aima-python/pull/743', 'https://github.com/aimacode/aima-python/pull/929', 'https://github.com/aimacode/aima-python/pull/929', 'https://github.com/aimacode/aima-python/pull/743', 'https://github.com/aimacode/aima-python/pull/743', 'https://github.com/aimacode/aima-python/pull/929', 'https://github.com/aimacode/aima-python/pull/778', 'https://github.com/aimacode/aima-python/pull/778', 'https://github.com/aimacode/aima-python/pull/778', 'https://github.com/aimacode/aima-python/pull/778', 'https://github.com/aimacode/aima-python/pull/782', 'https://github.com/aimacode/aima-python/pull/782', 'https://github.com/aimacode/aima-python/pull/782', 'https://github.com/aimacode/aima-python/pull/782', 'https://github.com/aimacode/aima-python/pull/929', 'https://github.com/aimacode/aima-python/pull/929', 'https://github.com/aimacode/aima-python/pull/929', 'https://github.com/aimacode/aima-python/pull/929', 'https://github.com/aimacode/aima-python/pull/929', 'https://github.com/aimacode/aima-python/pull/722', 'https://github.com/aimacode/aima-python/pull/719', 'https://github.com/aimacode/aima-python/pull/734', 'https://github.com/aimacode/aima-python/pull/931', 'https://github.com/aimacode/aima-python/pull/931', 'https://github.com/aimacode/aima-python/pull/931', 'https://github.com/aimacode/aima-python/pull/931', 'https://github.com/aimacode/aima-python/pull/931', 'https://github.com/aimacode/aima-python/pull/931', 'https://github.com/aimacode/aima-python/pull/931', 'https://github.com/aimacode/aima-python/pull/931', 'https://github.com/aimacode/aima-python/pull/931', 'https://github.com/aimacode/aima-python/pull/931', 'https://github.com/aimacode/aima-python/pull/931', 'https://github.com/aimacode/aima-python/pull/931', 'https://github.com/aimacode/aima-python/pull/931', 'https://github.com/aimacode/aima-python/pull/931', 'https://github.com/aimacode/aima-python/pull/931', 'https://github.com/aimacode/aima-python/pull/931', 'https://github.com/aimacode/aima-python/pull/931', 'https://github.com/aimacode/aima-python/pull/931', 'https://github.com/aimacode/aima-python/pull/931', 'https://github.com/aimacode/aima-python/pull/931', 'https://github.com/aimacode/aima-python/pull/931', 'https://github.com/aimacode/aima-python/pull/931', 'https://github.com/aimacode/aima-python/pull/931', 'https://github.com/aimacode/aima-python/pull/807', 'https://github.com/aimacode/aima-python/pull/848', 'https://github.com/aimacode/aima-python/pull/807', 'https://github.com/aimacode/aima-python/pull/933', 'https://github.com/aimacode/aima-python/pull/787', 'https://github.com/aimacode/aima-python/pull/702', 'https://github.com/aimacode/aima-python/pull/704', 'https://github.com/aimacode/aima-python/pull/704', 'https://github.com/aimacode/aima-python/pull/933', 'https://github.com/aimacode/aima-python/pull/933', 'https://github.com/aimacode/aima-python/pull/933', 'https://github.com/aimacode/aima-python/pull/848', 'https://github.com/aimacode/aima-python/pull/787', 'https://github.com/aimacode/aima-python/pull/866', 'https://github.com/aimacode/aima-python/pull/702', 'https://github.com/aimacode/aima-python/pull/787', 'https://github.com/aimacode/aima-python/pull/866', 'https://github.com/aimacode/aima-python/pull/787', 'https://github.com/aimacode/aima-python/pull/866', 'https://github.com/aimacode/aima-python/pull/787', 'https://github.com/aimacode/aima-python/pull/787', 'https://github.com/aimacode/aima-python/pull/866', 'https://github.com/aimacode/aima-python/pull/807', 'https://github.com/aimacode/aima-python/pull/848', 'https://github.com/aimacode/aima-python/pull/933', 'https://github.com/aimacode/aima-python/pull/933', 'https://github.com/aimacode/aima-python/pull/933', 'https://github.com/aimacode/aima-python/pull/933', 'https://github.com/aimacode/aima-python/pull/807', 'https://github.com/aimacode/aima-python/pull/807', 'https://github.com/aimacode/aima-python/pull/848', 'https://github.com/aimacode/aima-python/pull/933', 'https://github.com/aimacode/aima-python/pull/787', 'https://github.com/aimacode/aima-python/pull/866', 'https://github.com/aimacode/aima-python/pull/933', 'https://github.com/aimacode/aima-python/pull/933', 'https://github.com/aimacode/aima-python/pull/702', 'https://github.com/aimacode/aima-python/pull/861', 'https://github.com/aimacode/aima-python/pull/702', 'https://github.com/aimacode/aima-python/pull/706', 'https://github.com/aimacode/aima-python/pull/841', 'https://github.com/aimacode/aima-python/pull/841', 'https://github.com/aimacode/aima-python/pull/841', 'https://github.com/aimacode/aima-python/pull/841', 'https://github.com/aimacode/aima-python/pull/942', 'https://github.com/aimacode/aima-python/pull/942', 'https://github.com/aimacode/aima-python/pull/933', 'https://github.com/aimacode/aima-python/pull/933', 'https://github.com/aimacode/aima-python/pull/847', 'https://github.com/aimacode/aima-python/pull/866', 'https://github.com/aimacode/aima-python/pull/866', 'https://github.com/aimacode/aima-python/pull/929', 'https://github.com/aimacode/aima-python/pull/942', 'https://github.com/aimacode/aima-python/pull/932', 'https://github.com/aimacode/aima-python/pull/932', 'https://github.com/aimacode/aima-python/pull/924', 'https://github.com/aimacode/aima-python/pull/918', 'https://github.com/aimacode/aima-python/pull/867', 'https://github.com/aimacode/aima-python/pull/920', 'https://github.com/aimacode/aima-python/pull/864', 'https://github.com/aimacode/aima-python/pull/832', 'https://github.com/aimacode/aima-python/pull/801', 'https://github.com/aimacode/aima-python/pull/794', 'https://github.com/aimacode/aima-python/pull/790', 'https://github.com/aimacode/aima-python/pull/771', 'https://github.com/aimacode/aima-python/pull/715', 'https://github.com/aimacode/aima-python/pulls?q=is%3Apr+author%3Aad71+is%3Aclosed']",[]
21," Tests, profiling and debug framework for Nautilus ",This project's goal is to offer the Nautilus' community an easy way to test their contributions with consistent results and a profiling/coverity..., Alexandru Fazakas , Mentor  Carlos Soriano , Organization  GNOME ,/archive/2018/projects/6014283708104704,https://alexfazakas.wordpress.com/2018/08/13/gsoc-2018-final-evaluation/,No,Yes,"This project's goal is to offer the Nautilus' community an easy way to test their contributions with consistent results and a profiling/coverity aspect in order to easily identify possible issues. The project itself includes the addition of unit tests, integration tests, coverity and profiling tools as well as a rework on the NAUTILUS_DEBUG framework.",[],[]
22, Generalized Region Growing ,Apply the Region Growing algorithm to any user-defined elements, Thien Hoang , Mentor  Dmitry Anisimov , Organization  CGAL Project ,/archive/2018/projects/6015111428833280,https://github.com/CGAL/cgal/issues/3276,No,No,Apply the Region Growing algorithm to any user-defined elements,['https://github.com/CGAL/cgal/pull/3864'],"['/login?return_to=https%3A%2F%2Fgithub.com%2FCGAL%2Fcgal%2Fissues%2F3276', '/login?return_to=https%3A%2F%2Fgithub.com%2FCGAL%2Fcgal%2Fissues%2F3276', '/login?return_to=https://github.com/CGAL/cgal/issues/3276', '/login?return_to=https://github.com/CGAL/cgal/issues/3276', 'https://github.com/CGAL/cgal/issues?q=state%3Aopen%20label%3A%22gsoc%22', 'https://github.com/CGAL/cgal/issues?q=state%3Aopen%20label%3A%22gsoc-2018%22', 'https://github.com/CGAL/cgal/issues/3276#issue-349232322', 'https://github.com/CGAL/cgal/issues/3276#event-1780840602', 'https://github.com/CGAL/cgal/issues/3276#issuecomment-412329591', 'https://github.com/CGAL/cgal/issues/3276#event-1802445155', 'https://github.com/CGAL/cgal/issues/3276#event-1802446138', 'https://github.com/CGAL/cgal/issues/3276#issuecomment-553358259', 'https://github.com/CGAL/cgal/issues/3276#event-2846069331', 'https://github.com/CGAL/cgal/issues/3276#event-2846069590', '/signup?return_to=https://github.com/CGAL/cgal/issues/3276', '/login?return_to=https://github.com/CGAL/cgal/issues/3276', 'https://github.com/CGAL/cgal/issues?q=state%3Aopen%20label%3A%22gsoc%22', 'https://github.com/CGAL/cgal/issues?q=state%3Aopen%20label%3A%22gsoc-2018%22', 'https://github.com/CGAL/cgal/issues/3276']"
23, Improving Probability and Random Processes ,"SymPy statistics module supports a variety of probability distributions, including finite, continuous, discrete distributions. The aim of this...", Akash Vaish ," Mentor  Francesco Bonazzi, Kalevi Suominen ", Organization  SymPy ,/archive/2018/projects/6015784866283520,https://github.com/akash9712/GSoC-Report/wiki/GSoC-2018:-Improving-Probability-and-Random-processes:-Report,No,Yes,"SymPy statistics module supports a variety of probability distributions, including finite, continuous, discrete distributions. The aim of this project is to make the module support a variety of new features, by building upon the already existing ones. This involves implementing joint distributions and compound distributions, which will in turn allow the assumption of dependence between random variables. The project also aims to implement the random processes Markov Chains and random walks, which are not implemented at all. Finally, the ability to export SymPy random variable objects to other Statistical libraries is also something that will be achieved during the course of the project.","['https://github.com/sympy/sympy/pull/14218', 'https://github.com/sympy/sympy/pull/14777', 'https://github.com/sympy/sympy/pull/14764', 'https://github.com/sympy/sympy/pull/14847', 'https://github.com/sympy/sympy/pull/14989', 'https://github.com/sympy/sympy/pull/14930', 'https://github.com/sympy/sympy/pull/14937', 'https://github.com/sympy/sympy/pull/14995', 'https://github.com/sympy/sympy/pull/15074', 'https://github.com/sympy/sympy/pull/15045', 'https://github.com/sympy/sympy/pull/15058', 'https://github.com/sympy/sympy/pull/15063', 'https://github.com/sympy/sympy/pull/15079', 'https://github.com/sympy/sympy/pull/14730', 'https://github.com/sympy/sympy/pull/14855', 'https://github.com/sympy/sympy/pull/14888', 'https://github.com/sympy/sympy/pull/14951', 'https:github.com/sympy/sympy/pull/15058']",[]
24, Dynamic Signal Processing Workflow Designer ,INCF is using EEG event-related potential signal processing and machine learning methods for building assistive systems for motor impaired people...., Joey Pinto , Mentor  Petr Ježek , Organization  INCF ,/archive/2018/projects/6017677403357184,http://www.zedacross.com/gsoc2018/,No,Yes,"INCF is using EEG event-related potential signal processing and machine learning methods for building assistive systems for motor impaired people. Their system collects human brain data of audio/video stimulated subject and uses customized classifiers to provide a feedback leading to an action like turning on a TV, opening a window etc. The team had previously developed a client-server architecture to execute some signal processing methods onto data stored on a distributed file system.
This project aims at building an easy to use graphical interface that can assist designing the workflow of these methods. This web-based toolkit will also assist the configuration of the parameters that control individual signal processing routines thus making it easy to design complicated signal flows and execute them. The entire workflow will be exportable and reusable as a JSON file. The GUI will use the Java implementation in a way that the user will be free to implement his own methods and use them in the workflow designer. The GUI will host each signal processing method as a block and will allow users to draw data channels between them. This can then be directly be exported as a job to Spark.",[],[]
25, Automatic Differentiation in R through Julia ,"Automatic differentiation (AD) is a set of techniques to calculate derivatives automatically.
It generally outperforms non-AD methods like symbolic...", Changcheng Li ," Mentor  nashjc, Hans W. Borchers ", Organization  R project for statistical computing ,/archive/2018/projects/6018917306728448,https://github.com/Non-Contradiction/autodiffr,No,No,"Automatic differentiation (AD) is a set of techniques to calculate derivatives automatically.
It generally outperforms non-AD methods like symbolic differentiation and numerical approximation
in speed or/and accuracy.
It has important applications in many fields, like optimization, machine learning,
Bayesian statistics and differential equations.
Julia is a high-level, high-performance dynamic
programming language for numerical computing.
While there is a lack of automatic differentiation package in R,
Julia has mature automatic differentiation packages,
like ForwardDiff.jl
for forward mode AD and
ReverseDiff.jl
for reverse mode AD.
The aim of this project is to develop an R wrapper for the Julia AD packages
ForwardDiff.jl and ReverseDiff.jl by the use of R packages JuliaCall.
It should be able to do both forward mode and
 backward mode AD for native R functions and some of Rcpp functions.",[],['https://github.com/Non-Contradiction/autodiffr/issues/new']
26, Automated Theme Generator Tool ,Currently there are pre-generated themes that can be manually installed and used. The idea is to create a tool that automates and makes easier the..., Saksham Gupta , Mentor  Isaac Bennetch , Organization  phpMyAdmin ,/archive/2018/projects/6019213995016192,https://medium.com/@shucon01/gsoc18-final-code-submission-7cb50aa5a8c6,No,No,Currently there are pre-generated themes that can be manually installed and used. The idea is to create a tool that automates and makes easier the task of creating themes. Themes created from the Theme Generator tool would be less prone to bugs in the long run and could cater to each individuals needs.,[],[]
27, Upgrading AChecker ,"Due to the release of PHP 7+, which lead to some PHP functions/code being deprecated, there is a need to ensure that all web applications that are...", Victor Alagwu , Mentor  Cindy Li , Organization  Inclusive Design Institute ,/archive/2018/projects/6021790975393792,https://gist.github.com/VictorAlagwu/ded80c52cc8c927f7f857bd26cb05f5c,No,Yes,"Due to the release of PHP 7+, which lead to some PHP functions/code being deprecated, there is a need to ensure that all web applications that are running on older versions of PHP are compatible with the latest version of PHP, AChecker is a web accessibility checker that runs on PHP 5+, in other to make it compatible with more recent version of PHP, there is a need for an upgrade, and also upgrading and modifying some of the libraries used by AChecker, The aim of this project is to upgrade AChecker and it various libraries to be compatible with PHP 7.0 .","['https://github.com/inclusive-design/AChecker/pull/84', 'https://github.com/inclusive-design/AChecker/pull/81', 'https://github.com/inclusive-design/AChecker/pull/83', 'https://github.com/inclusive-design/AChecker/pull/84', 'https://github.com/inclusive-design/AChecker/pull/86', 'https://github.com/inclusive-design/AChecker/pull/90', 'https://github.com/inclusive-design/AChecker/pull/85', 'https://github.com/inclusive-design/AChecker/pull/91', 'https://github.com/inclusive-design/AChecker/pull/93', 'https://github.com/inclusive-design/AChecker/pull/92', 'https://github.com/inclusive-design/AChecker/pull/88', 'https://github.com/inclusive-design/AChecker/pull/89', 'https://github.com/inclusive-design/AChecker/pull/95', 'https://github.com/inclusive-design/AChecker/pull/94']",[]
28, VLC Qt interface redesign ,This project is to rework heavily this interface to make it beautiful and useful again., Chenrui He , Mentor  Jean-Baptiste Kempf , Organization  VideoLAN ,/archive/2018/projects/6024435467288576,https://docs.google.com/document/d/1gFXWUgzeK0CHmJVEt2rzamm2k8PfM2IVAvuMepyUOb8/edit?usp=sharing,No,Yes,This project is to rework heavily this interface to make it beautiful and useful again.,[],[]
29, Improving VisualStates Tool ,The project focuses on improving VisualStates tool which is used for visualizing behaviors as Hierarchical Finite State Machines on a graphical..., Pushkal Katara ," Mentor  Okan Aşık, José María Cañas Plaza ", Organization  JdeRobot - Universidad Rey Juan Carlos ,/archive/2018/projects/6028761103335424,https://github.com/JdeRobot/VisualStates/pull/59,No,Yes,"The project focuses on improving VisualStates tool which is used for visualizing behaviors as Hierarchical Finite State Machines on a graphical canvas composed of states and transitions. Under the project, Development of Library of Automatons, Parameterized Automatons, and release of VisualStates as a Debian package, App image, and a ROS package.","['/login?return_to=https%3A%2F%2Fgithub.com%2FJdeRobot%2FVisualStates%2Fpull%2F59', '/login?return_to=https%3A%2F%2Fgithub.com%2FJdeRobot%2FVisualStates%2Fpull%2F59', 'https://github.com/JdeRobot/VisualStates/pull/59#event-1870879886', '/login?return_to=https%3A%2F%2Fgithub.com%2FJdeRobot%2FVisualStates%2Fpull%2F59', 'https://github.com/JdeRobot/VisualStates/pull/59']","['https://github.com/JdeRobot/VisualStates/issues/31', 'https://github.com/JdeRobot/VisualStates/issues/33', 'https://github.com/JdeRobot/VisualStates/issues/34', 'https://github.com/JdeRobot/VisualStates/issues/45', 'https://github.com/JdeRobot/VisualStates/issues/47', 'https://github.com/JdeRobot/VisualStates/issues/49', 'https://github.com/JdeRobot/VisualStates/issues/50', 'https://github.com/JdeRobot/VisualStates/issues/52', 'https://github.com/JdeRobot/VisualStates/issues/53', 'https://github.com/JdeRobot/VisualStates/issues/54', 'https://github.com/TheRoboticsClub/colab-gsoc2018-PushkalKatara/issues/1', 'https://github.com/TheRoboticsClub/colab-gsoc2018-PushkalKatara/issues/2', 'https://github.com/TheRoboticsClub/colab-gsoc2018-PushkalKatara/issues/3', 'https://github.com/TheRoboticsClub/colab-gsoc2018-PushkalKatara/issues/29', 'https://github.com/JdeRobot/VisualStates/issues/1', 'https://github.com/JdeRobot/VisualStates/issues/31', 'https://github.com/JdeRobot/VisualStates/issues/32', 'https://github.com/JdeRobot/VisualStates/issues/33', 'https://github.com/JdeRobot/VisualStates/issues/2', 'https://github.com/JdeRobot/VisualStates/issues/29', 'https://github.com/JdeRobot/VisualStates/issues/3', 'https://github.com/JdeRobot/VisualStates/issues/34', 'https://github.com/JdeRobot/VisualStates/issues/6', 'https://github.com/JdeRobot/VisualStates/issues/49', 'https://github.com/JdeRobot/VisualStates/issues/60', 'https://github.com/JdeRobot/VisualStates/issues/62']"
